feature,importance
lead_time,34.25916058603398
market_segment,29.052613946184078
stays_in_weekend_nights,18.670097432663162
customer_type,18.01812803511877
stays_in_week_nights,0.0
meal,0.0
adr,0.0
total_of_special_requests,0.0
country,0.0
distribution_channel,0.0
reserved_room_type,0.0
total_stay,0.0
